female,age,race,obs,wage,emp,grad,length,first,wage_sd,emp_sd,grad_sd,length_sd,first_sd,coll,prog
1,1,0,614,107554.12,89.129997,70.07,15.52,15.31,22974.295,16.209915,17.312189,2.0905118,7.8048644,College 5,Nursing
0,0,1,147,84688.078,84.239998,64.599998,15.48,15.1,20703.297,17.992088,16.659491,2.1358936,7.6849856,College 5,Nursing
0,1,1,318,94174.883,86.120003,67.290001,15.36,15.34,22386.313,18.427078,16.55529,2.4046011,7.6461639,College 5,Nursing
1,0,1,181,89516.422,87.559998,61.880001,15.66,14.85,20855.793,16.556971,19.138155,1.6135404,7.9218311,College 5,Nursing
1,1,1,298,99144.406,88.730003,70,15.59,15.27,20723.498,15.698684,15.810626,1.865361,7.858758,College 5,Nursing
0,0,2,69,77717.492,86.220001,62.869999,14.92,14.26,20893.484,14.099557,16.817488,2.8692656,8.0406036,College 5,Nursing
0,1,2,123,91998.508,88.410004,68.07,15.53,16.200001,22238.574,15.698478,16.928446,1.9408852,6.9427943,College 5,Nursing
1,0,2,79,88498.133,85.559998,68.389999,15.89,14.37,20625.334,16.377066,15.242817,.63859743,8.2355318,College 5,Nursing
1,1,2,134,95328.469,86.519997,68.190002,15.24,15.33,19945.082,18.349541,17.175816,2.7114327,7.8662615,College 5,Nursing
0,0,3,71,88269.102,84.800003,64.120003,15.18,14.14,20427.93,15.629121,16.27495,2.5185816,8.1795235,College 5,Nursing
0,1,3,133,87344.117,87.470001,67.370003,15.41,14.34,19912.588,16.001175,16.085424,2.3020756,8.2503166,College 5,Nursing
1,0,3,60,81628.461,86.279999,68.610001,15.73,15.12,19694.221,17.17639,16.056814,1.0499222,7.8291326,College 5,Nursing
1,1,3,130,94373.492,90.010002,67.370003,15.6,15.83,23036.131,12.753469,16.853216,1.7126268,7.2110524,College 5,Nursing
0,0,4,44,81818.563,88.029999,56.860001,14.82,17.4,14002.982,14.279726,21.985727,3.2933002,5.7980752,College 5,Nursing
0,1,4,61,95643.93,88.099998,65.470001,15.7,15.53,20684.73,15.463948,19.016537,1.2516835,7.4410458,College 5,Nursing
1,0,4,32,85747.156,90.360001,64.190002,15.14,11.66,21044.775,10.062597,19.776846,2.992507,8.878397,College 5,Nursing
1,1,4,73,97982.273,91.110001,69.440002,15.43,16.34,22913.951,9.820653,17.116367,2.2936571,6.9805751,College 5,Nursing
0,0,0,150,93069.789,87.360001,68.629997,15.37,15.92,21442.795,16.783268,17.051031,2.4752483,7.3735075,College 5,Psychology
0,1,0,298,104944.55,89.93,69.290001,15.52,15.39,22339.369,14.621275,17.581593,2.1307743,7.6653075,College 5,Psychology
1,0,0,170,98334.32,90.029999,69.900002,15.62,14.83,22422.631,14.303462,17.779819,1.84893,7.9378309,College 5,Psychology
1,1,0,337,112436.49,90.010002,71.510002,15.56,15.01,21402.082,14.706071,16.210993,2.0745132,8.0847197,College 5,Psychology
0,0,1,88,84736.727,87.690002,65.68,14.72,14.18,20668.01,14.818419,16.157934,3.2807074,8.0133629,College 5,Psychology
0,1,1,155,87519.469,85.400002,67.739998,15.62,15.24,20510.721,20.281612,16.629419,1.7051964,7.7874341,College 5,Psychology
1,0,1,91,87989.094,84.510002,68.82,15.64,16.309999,18920.014,20.420149,16.286915,1.4622856,7.3506966,College 5,Psychology
1,1,1,145,98488.367,88.949997,67.139999,15.73,15.37,21647.318,15.064207,19.363125,1.3568193,7.6382756,College 5,Psychology
0,0,2,32,74964.602,82.190002,60.470001,15.35,13.93,19711.979,17.252596,17.032629,2.4831605,8.4646091,College 5,Psychology
0,1,2,55,86490.148,89.309998,68.43,14.82,14.88,21333.039,15.87713,15.111858,3.5044284,8.0579185,College 5,Psychology
1,0,2,42,88682.281,87.139999,66.32,15.31,15.48,22398.52,18.451365,17.382002,1.8870343,7.7083769,College 5,Psychology
1,1,2,62,98898.133,92.019997,66.519997,15.15,15.45,20503.709,7.2446299,18.17016,3.276329,7.6876717,College 5,Psychology
0,0,3,40,74049.906,77.470001,62.02,14.94,16.549999,22403.744,22.680998,17.206167,3.2761304,7.0794611,College 5,Psychology
0,1,3,60,90214.07,85.25,68.559998,14.79,15.95,21965.758,18.948637,15.330485,3.2752895,7.3668671,College 5,Psychology
1,0,3,26,88778.523,84.940002,66.300003,15.56,16,20512.23,17.612225,15.863826,1.3752855,7.5460377,College 5,Psychology
1,1,3,73,96890.219,87.43,71.510002,15.89,15.1,24840.373,17.512697,13.154527,.52934003,7.9434414,College 5,Psychology
0,0,4,25,80451.039,88.620003,60.459999,15.16,14.44,12846.639,12.547042,17.705421,3.1576664,8.3947849,College 5,Psychology
0,1,4,25,97153.117,83.809998,70.099998,15.65,16.870001,17433.715,24.984287,12.832702,1.1895064,6.6501145,College 5,Psychology
1,0,4,25,84190.094,88.730003,59.16,15.72,16.01,23610.777,14.2637,22.837799,.70645368,7.2118273,College 5,Psychology
1,1,4,28,98507.133,88.410004,71.580002,15.48,16.01,17493.896,18.549379,18.476223,2.6440067,7.4506402,College 5,Psychology
0,0,0,183,60227.629,67.440002,44.75,13.48,14.95,20355.074,13.417415,8.617074,2.7421994,6.0864849,College 6,Automotive Tech
0,1,0,304,70425.82,78.309998,54.990002,15.03,15.48,19558.223,17.829979,14.473772,2.5081768,6.7202024,College 6,Automotive Tech
1,0,0,187,67167.258,75.620003,51.110001,14.99,14.12,18647.107,17.504261,11.42737,2.414588,7.4723926,College 6,Automotive Tech
1,1,0,297,76636.594,82.989998,59.619999,15.53,14,20834.297,16.24007,16.916113,1.5203379,8.1098576,College 6,Automotive Tech
0,0,1,84,58363.59,71.889999,47.900002,14.42,14.26,20334.393,17.108402,9.4886408,2.5157623,7.015965,College 6,Automotive Tech
0,1,1,146,70343.633,79.25,54.18,15.28,14.52,18024.816,17.288403,14.143243,2.0910063,7.8612962,College 6,Automotive Tech
1,0,1,89,70231.219,77.82,50.16,15.15,15.69,20336.045,17.072311,12.455931,1.7959236,6.9335666,College 6,Automotive Tech
1,1,1,153,78266.258,81.800003,58.450001,15.31,14.29,19510.082,17.182833,15.310843,2.1787927,7.9585991,College 6,Automotive Tech
0,0,2,37,66585.719,77.599998,51.209999,14.75,15.08,22356.035,14.379937,9.0849733,2.2155457,7.0322294,College 6,Automotive Tech
0,1,2,60,76876.188,79.120003,60.040001,15.3,15.24,20178.199,19.015789,14.318073,1.936048,7.1440563,College 6,Automotive Tech
1,0,2,42,67366.453,79.260002,54.360001,14.99,13.6,20002.199,15.718712,12.068829,2.1644492,7.7442288,College 6,Automotive Tech
1,1,2,49,77969.273,82.510002,57.990002,15.38,15,23111.783,16.079987,17.284948,2.0709291,7.4235768,College 6,Automotive Tech
0,0,3,48,72920.977,78.989998,57.529999,15.43,15.78,18828.635,19.106361,11.276561,1.2913635,7.0119224,College 6,Automotive Tech
0,1,3,54,74229.742,84.330002,56.540001,14.62,13.12,20544.523,17.45933,16.341703,2.813493,7.7792335,College 6,Automotive Tech
1,0,3,31,69358.547,82.230003,56.759998,15.13,13.66,22269.742,15.542248,13.177152,2.0920281,7.7925425,College 6,Automotive Tech
1,1,3,55,78718.297,82.019997,63.73,15.25,14,18251.332,19.386707,13.330364,2.2659037,7.9941421,College 6,Automotive Tech
0,0,4,25,66946.328,84.599998,75.010002,15.62,17.43,19643.6,19.776995,6.0920591,1.5129483,5.8082647,College 6,Automotive Tech
0,1,4,27,80081.656,84.57,64.290001,14.79,15.89,18913.109,20.882462,18.72237,2.8835189,6.8775797,College 6,Automotive Tech
1,0,4,25,77972.977,92.940002,60.259998,14.65,17.379999,14193.334,6.5329599,16.434519,3.3798957,5.7989464,College 6,Automotive Tech
1,1,4,33,82049.398,84.709999,67.68,15.65,15.86,23215.855,16.935856,13.952878,1.8173187,7.1440878,College 6,Automotive Tech
0,0,0,353,61965.52,72.82,48.880001,14.25,14.94,19890.998,16.231188,10.3738,2.7948465,6.7238522,College 6,Business
0,1,0,641,71938.977,81.660004,56.07,15.23,15.11,20825.844,16.502192,14.705249,2.2810147,7.3249264,College 6,Business
1,0,0,328,68651.922,78.769997,54.330002,15.14,14.72,20374.703,17.990803,14.120675,2.1862919,7.297441,College 6,Business
1,1,0,603,77943.023,83.779999,61.759998,15.34,15.09,21430.582,18.711014,17.177834,2.2928634,7.6254468,College 6,Business
0,0,1,158,63707.039,71.650002,49.98,14.33,14.46,20580.867,14.97782,9.4201775,2.7680006,6.2520747,College 6,Business
0,1,1,332,70908.633,80.529999,54.880001,15.12,14.32,19676.137,17.032013,14.212453,2.0583899,7.6328163,College 6,Business
1,0,1,174,69809.594,78.110001,54.919998,15.08,14.6,23616.406,17.848469,13.169183,1.9662235,7.3514485,College 6,Business
1,1,1,329,76521.898,82.629997,60.900002,15.36,15.46,20208.061,17.085997,14.973348,2.0374279,7.121489,College 6,Business
0,0,2,68,64594.961,71.470001,49.900002,14.44,13.85,17243.736,17.531929,9.2510777,2.4368799,7.7629967,College 6,Business
0,1,2,115,71407.383,82.599998,57.23,15.17,14.26,22270.674,15.527356,14.838461,2.4348388,7.6511574,College 6,Business
1,0,2,51,70276.688,77.559998,52.529999,14.78,13.73,20306.672,19.712234,12.346752,2.617938,7.0658917,College 6,Business
1,1,2,104,75898.047,84.629997,61.27,15.35,14.13,18647.635,16.817463,14.991638,2.2636352,7.8566141,College 6,Business
0,0,3,73,64717.371,75.25,49.779999,14.85,14.72,21232.361,16.59461,10.748429,2.5013444,7.2107162,College 6,Business
0,1,3,113,69257.109,82.400002,55.57,15.41,15.38,20238.828,18.777601,14.97782,1.8427513,7.3015876,College 6,Business
1,0,3,64,71591.133,73.440002,51.099998,15.19,14.59,21660.52,18.398813,14.790111,2.0981658,7.3163619,College 6,Business
1,1,3,121,78085.383,84.870003,61.209999,15.2,15.61,23844.373,14.925256,15.732238,2.3770618,7.1336241,College 6,Business
0,0,4,32,77054.406,80.68,58.27,15.26,16.92,18509.256,16.18865,13.28313,1.866442,6.4070935,College 6,Business
0,1,4,57,77264.688,79.980003,60.41,15.32,16.49,23209.951,20.466431,17.56918,2.2601647,6.3647685,College 6,Business
1,0,4,28,80266.906,78.989998,59.200001,15.64,15.87,16765.732,17.746758,14.957076,1.5078676,7.2163424,College 6,Business
1,1,4,61,84009.227,87.599998,65.099998,15.54,15.11,18264.895,16.029938,14.525343,1.9468552,7.9265332,College 6,Business
0,0,0,306,67189.297,76.290001,50.84,14.99,14.76,19986.197,17.034689,11.761671,2.1842399,7.429256,College 6,Education
0,1,0,608,75948.977,82.419998,58.959999,15.42,14.54,20246.652,17.550175,15.525197,2.0198104,7.6930351,College 6,Education
1,0,0,330,73419.563,81.940002,57.66,15.27,14.42,20489.441,16.044172,15.176168,2.1788819,7.7369165,College 6,Education
1,1,0,611,81630.203,85.040001,62.830002,15.49,14.82,20499.41,16.798422,17.380419,1.8587346,7.8093343,College 6,Education
0,0,1,206,63460.281,72.800003,48.419998,14.46,14.63,21697.887,15.463458,10.819176,2.6373646,6.7827115,College 6,Education
0,1,1,298,72544.359,80.209999,56.57,15.27,14.58,20800.443,17.219515,14.264268,1.9045687,7.7727337,College 6,Education
1,0,1,174,72554.703,78.849998,53.970001,14.86,14.56,21181.006,16.297007,13.302971,2.6205556,7.4443083,College 6,Education
1,1,1,301,77883.711,84.330002,59.919998,15.4,15.48,20294.58,17.749636,16.775137,2.1674743,7.2119107,College 6,Education
0,0,2,70,64679.16,72.419998,49.880001,14,14.73,21955.719,16.977276,11.063825,3.0782499,6.7018118,College 6,Education
0,1,2,107,73588.188,77.410004,56.459999,15.23,14.13,19722.334,17.849638,14.681225,2.160537,7.6038747,College 6,Education
1,0,2,50,71536.867,80.309998,50.369999,15.3,15.65,21102.654,15.737157,12.907396,1.6153188,7.3723722,College 6,Education
1,1,2,116,80100.406,85.010002,62.18,15.43,14.71,22016.012,15.837306,16.5247,2.1133742,7.2695971,College 6,Education
0,0,3,65,69233.547,76.529999,50.310001,14.98,15.87,18177.67,15.853521,13.29625,2.253922,6.3943305,College 6,Education
0,1,3,126,74543.102,81.019997,56.330002,15.07,14.42,18257.523,16.200171,15.559132,2.6818728,7.8393846,College 6,Education
1,0,3,77,71917.094,80.650002,56.490002,14.89,15.86,20318.828,18.698956,15.559197,2.4776573,6.9623394,College 6,Education
1,1,3,118,79107.813,81.93,63.580002,15.19,15.62,20097.994,19.577929,15.358445,2.6273735,7.2228322,College 6,Education
0,0,4,27,61837.379,79.190002,58.18,15.23,14.42,16742.281,16.058727,14.505603,2.2060678,7.6766176,College 6,Education
0,1,4,49,79216.422,85.589996,57.77,15.39,16.92,20513.973,12.610568,16.950403,1.8818778,6.0551276,College 6,Education
1,0,4,34,69317.844,83.919998,55.279999,15.26,16.09,17866.262,14.855684,14.360027,1.8701855,6.6923509,College 6,Education
1,1,4,61,83448.406,83.300003,63.57,15.4,13.71,21959.334,17.947496,15.677063,2.2009273,8.2675152,College 6,Education
0,0,0,354,76218.023,82.32,59.75,15.21,14.33,19901.637,17.80612,16.002886,2.2545314,7.7819829,College 6,Information Tech
0,1,0,593,84293.32,86.519997,63.860001,15.47,15.09,19907.574,16.43714,17.770123,2.0841961,7.6505861,College 6,Information Tech
1,0,0,330,82773.789,85.589996,62.990002,15.37,15.24,21579.105,16.219015,17.163315,2.2508543,7.7039428,College 6,Information Tech
1,1,0,569,92139.211,87.599998,66.360001,15.5,14.94,21748.822,16.156885,17.270933,2.2290933,7.8873758,College 6,Information Tech
0,0,1,154,70173.953,80.620003,56.549999,15.46,15.28,20933.93,15.892323,14.105763,1.8881965,6.9364934,College 6,Information Tech
0,1,1,314,78094.633,84.370003,61.830002,15.34,15.07,19919.438,16.948961,16.724174,2.172019,7.5089087,College 6,Information Tech
1,0,1,159,76690.992,84.089996,60.110001,15.49,13.91,21967.496,17.024529,16.627113,1.7599397,8.0305634,College 6,Information Tech
1,1,1,335,86892.297,87.82,64,15.46,15.13,20888.654,14.876936,17.019472,2.1764338,7.6247854,College 6,Information Tech
0,0,2,68,72535.477,81.43,55.259998,15.43,16.24,18229.529,14.998085,13.668154,1.670202,6.8356957,College 6,Information Tech
0,1,2,138,80947.383,84.68,63.09,15.48,14.75,21324.322,17.040817,15.193898,2.0205464,7.7647839,College 6,Information Tech
1,0,2,66,76535.891,85.050003,59.709999,15.29,13.7,23511.967,13.915056,16.001076,2.4202831,8.4160595,College 6,Information Tech
1,1,2,127,84175.578,85.599998,64.800003,15.13,15.71,21986.023,15.549875,17.328308,2.4140313,7.2300086,College 6,Information Tech
0,0,3,62,71859.156,77.269997,57.549999,15.05,13.95,21758.717,21.596821,14.403117,2.4581845,7.8750062,College 6,Information Tech
0,1,3,110,75705.797,84.510002,61.950001,15.55,15.46,21829.426,15.529268,17.229227,1.5227088,7.0790453,College 6,Information Tech
1,0,3,68,78021.313,84.099998,58.09,15.12,14.58,20006.918,16.37318,17.927176,2.6095822,7.8774104,College 6,Information Tech
1,1,3,129,85181.883,86.419998,65.010002,15.7,14.34,20852.664,17.929279,16.267477,1.500109,8.1433926,College 6,Information Tech
0,0,4,27,74569.711,88.970001,57.189999,15,14.1,18867.676,15.716934,13.794619,2.742775,8.469368,College 6,Information Tech
0,1,4,68,89295.523,83.010002,55.380001,15.61,16.24,21759.24,21.241734,20.54067,1.8565922,6.7972064,College 6,Information Tech
1,0,4,48,76318.281,81.529999,61.630001,15.15,14.64,22377.793,20.85483,17.913977,2.4500756,7.5795908,College 6,Information Tech
1,1,4,69,89029.867,88.879997,65.419998,15.43,14.7,22236.773,13.776625,17.426365,1.9715681,8.0695124,College 6,Information Tech
0,0,0,342,76795.758,83.239998,60.43,15.31,15.32,18426.959,16.159901,15.743567,2.1392069,7.3516884,College 6,Liberal Arts
0,1,0,653,84794.188,86.07,64.949997,15.59,15.3,20562.111,17.347528,17.143316,1.704927,7.3753371,College 6,Liberal Arts
1,0,0,344,81881.547,85.230003,62.540001,15.49,15.24,21703.578,17.020929,16.265472,1.8873686,7.4278002,College 6,Liberal Arts
1,1,0,627,89721.117,88.279999,65.980003,15.57,14.56,21054.432,15.827493,17.407747,1.9195561,7.9550524,College 6,Liberal Arts
0,0,1,171,68457.578,79.300003,51.990002,15.03,15.29,21338.176,16.160089,13.800906,2.4713423,6.9469123,College 6,Liberal Arts
0,1,1,297,79760.156,83.589996,61.59,15.33,14.73,20964.828,17.627178,15.610453,2.2887843,7.808661,College 6,Liberal Arts
1,0,1,178,73347.047,83.32,57.459999,15.44,15.38,19603.818,15.941232,14.793748,1.9788936,7.2147031,College 6,Liberal Arts
1,1,1,299,82337.844,84.309998,64.800003,15.52,15.12,19719.164,17.931881,16.741957,1.9810728,7.6761289,College 6,Liberal Arts
0,0,2,68,70056.727,78.419998,50.860001,15.05,14.63,18850.789,17.971954,9.8889647,2.1407459,7.50458,College 6,Liberal Arts
0,1,2,138,75739.172,81.190002,61.299999,15.5,14.34,19831.637,18.569016,14.964114,1.7279533,7.8926549,College 6,Liberal Arts
1,0,2,66,74273.008,79.779999,57.639999,15.46,13.8,21173.213,17.848467,16.04641,1.9754359,8.4427557,College 6,Liberal Arts
1,1,2,146,81233.797,88.089996,63.650002,15.78,15.61,19803.383,13.673007,17.558928,1.3049411,7.4642067,College 6,Liberal Arts
0,0,3,60,68602.148,78.620003,54.029999,15.06,15.5,21081.209,15.024168,12.825323,2.2426505,6.6748972,College 6,Liberal Arts
0,1,3,134,72934.047,82.690002,60.860001,15.62,14.67,20539.035,17.914598,16.581499,1.6704763,7.51124,College 6,Liberal Arts
1,0,3,64,72574.344,80.650002,60.77,15.06,13.21,19531.477,19.181854,12.273348,2.2755713,7.7424908,College 6,Liberal Arts
1,1,3,119,83484.844,86.290001,63.369999,15.58,15.43,18142.775,15.384968,17.575041,1.3985828,7.5437441,College 6,Liberal Arts
0,0,4,43,75009.352,83.110001,56.43,15.4,13.89,20065.51,15.600587,16.197262,2.200844,8.164299,College 6,Liberal Arts
0,1,4,52,84776.727,84.699997,61.490002,15.54,15.05,20517.891,16.798223,16.29924,2.0171518,7.6889334,College 6,Liberal Arts
1,0,4,33,80892.656,81,56.799999,15.05,14.08,23721.754,18.939556,18.665035,3.2867696,7.9444757,College 6,Liberal Arts
1,1,4,70,86735.867,87.290001,63.130001,15.72,15.13,20866.619,15.283323,18.305689,1.1383694,7.6776509,College 6,Liberal Arts
0,0,0,324,77456.773,81.800003,59.599998,15.27,14.81,19513.074,18.6628,16.783369,2.20082,7.5897808,College 6,Natural Sciences
0,1,0,614,84186.539,87.239998,63.48,15.52,14.9,21525.309,15.27761,17.564875,2.0136056,7.8604755,College 6,Natural Sciences
1,0,0,341,82876.953,86.559998,61.77,15.51,15.02,20225.191,15.753325,17.400627,1.9769413,7.721662,College 6,Natural Sciences
1,1,0,620,90758.977,87.389999,67.809998,15.63,14.93,22076.104,16.608702,16.447477,1.6793104,7.8791685,College 6,Natural Sciences
0,0,1,174,68778.977,78.669998,51.490002,15.08,15.99,21404.107,16.015745,12.721798,2.0569279,6.6474524,College 6,Natural Sciences
0,1,1,299,75901.398,83.779999,58.700001,15.35,14.85,20374.916,16.829674,16.412615,2.0280309,7.7493949,College 6,Natural Sciences
1,0,1,165,74142.258,81.57,57,15.19,15.22,20269.023,17.38665,14.891531,2.1817272,7.3597169,College 6,Natural Sciences
1,1,1,319,81495.148,84.010002,63.119999,15.46,14.81,20451.844,17.481161,17.37151,2.1326103,7.7791481,College 6,Natural Sciences
0,0,2,51,65757.461,77.75,50.009998,15.14,15.55,18354.875,15.514695,11.643019,1.7618477,6.7804055,College 6,Natural Sciences
0,1,2,113,77506.922,79.440002,60.669998,15.46,13.23,21213.125,18.715551,16.124411,1.5850241,7.9444294,College 6,Natural Sciences
1,0,2,69,72851.383,80.349998,60.380001,15.13,15.35,21660.803,16.88802,11.807707,2.2556007,7.2353191,College 6,Natural Sciences
1,1,2,120,79596.219,81.889999,64.050003,15.13,13.93,20445.68,20.00576,16.065887,2.4500511,8.0751343,College 6,Natural Sciences
0,0,3,60,64821.738,76.400002,50.75,14.37,13.46,16375.92,15.517062,10.998528,2.6216605,7.4757609,College 6,Natural Sciences
0,1,3,119,75025.75,83.779999,58.93,15.58,15.83,20207.277,16.365894,15.438539,1.666425,7.2269316,College 6,Natural Sciences
1,0,3,67,70541.281,79.760002,56.060001,15.17,14.18,17840.48,18.757563,13.608283,2.2072132,7.9699764,College 6,Natural Sciences
1,1,3,121,81038.867,83.5,64.559998,15.31,14.43,20103.928,19.48773,16.792196,2.1485445,7.8300877,College 6,Natural Sciences
0,0,4,41,68524.039,79.550003,56.93,15.19,14.62,27418.863,17.055824,12.800332,2.247124,7.5873418,College 6,Natural Sciences
0,1,4,62,75887.727,83.959999,59.560001,15.94,14.02,22205.967,17.155121,17.482471,.34018561,8.4256496,College 6,Natural Sciences
1,0,4,42,77297.594,85.980003,62.43,15.64,14.37,20719.119,10.724755,14.566768,1.867802,7.8364758,College 6,Natural Sciences
1,1,4,53,81712.531,86.660004,66.269997,14.9,16.43,22127.461,15.979073,14.066093,3.1984456,6.8820586,College 6,Natural Sciences
0,0,0,288,96352.617,89.660004,69.040001,15.59,14.65,21488.217,14.614331,17.647545,1.9834262,8.1089067,College 6,Nursing
0,1,0,609,106126.43,88.809998,70.559998,15.55,15.59,21781.598,17.024208,16.984928,2.1472304,7.7090292,College 6,Nursing
1,0,0,342,100877.58,89.75,68.459999,15.69,14.62,20072.707,15.067481,18.285378,1.689857,8.2345562,College 6,Nursing
1,1,0,588,110354.43,88.970001,72.360001,15.56,15.44,22553.115,17.043091,15.719814,2.0802038,7.745091,College 6,Nursing
0,0,1,158,88844.727,88.389999,66.699997,15.68,15.2,19920.162,12.403343,15.534904,1.5813892,7.5948391,College 6,Nursing
0,1,1,312,94041.859,88.739998,68.699997,15.6,15.7,21655.736,14.26535,17.363222,1.8513076,7.5195875,College 6,Nursing
1,0,1,177,92362.078,89.290001,66.239998,15.81,15.53,19775.586,14.807034,17.911226,1.0484226,7.4416733,College 6,Nursing
1,1,1,309,101857.04,89.559998,69.639999,15.58,15.29,21144.432,14.708549,17.277802,1.8762412,7.7702112,College 6,Nursing
0,0,2,63,85067.359,85.699997,63.810001,15.43,15.15,19490.697,16.254276,15.217094,2.1003749,7.7939911,College 6,Nursing
0,1,2,119,90399.773,86.529999,63.73,15.48,15.21,20011.936,16.661465,19.518776,2.241441,7.7308869,College 6,Nursing
1,0,2,59,88893.094,91.400002,67.169998,15.03,14.68,18749.605,9.501173,15.174355,2.9345739,8.1660461,College 6,Nursing
1,1,2,108,97645.492,89.75,68.779999,15.8,14.07,19644.779,12.579197,16.86215,1.3981682,8.4508095,College 6,Nursing
0,0,3,64,80577.578,87.160004,68.120003,15.34,16.379999,20762.01,15.666892,15.765256,2.4515414,6.7350578,College 6,Nursing
0,1,3,124,95000.047,88.110001,66.790001,15.84,14.62,18735.898,14.703887,18.706268,1.0488322,7.9957294,College 6,Nursing
1,0,3,63,87351.977,87.959999,64.699997,15.67,14.64,19290.068,18.116644,17.509003,1.3639892,8.1160154,College 6,Nursing
1,1,3,126,97451.039,89.650002,70.620003,15.76,15.33,22512.947,15.011744,15.143934,1.5616068,7.5647264,College 6,Nursing
0,0,4,25,92850.867,83.82,65.910004,16,17.08,21712.156,18.752779,12.58259,0,6.7163687,College 6,Nursing
0,1,4,56,96925.883,91.050003,67.690002,15.02,17.02,19380.58,8.7362204,19.849165,3.1935871,6.7148161,College 6,Nursing
1,0,4,34,90732.781,90.5,63.060001,15.59,15.84,21739.502,10.740956,18.711456,2.4009802,7.8061638,College 6,Nursing
1,1,4,61,102025.3,89.029999,67.779999,15.67,15.45,20466.846,13.799181,19.478073,1.9054075,7.5477214,College 6,Nursing
0,0,0,167,100399.84,87.690002,67.260002,15.72,15.82,22839.771,17.682606,18.142685,1.479964,7.4540353,College 6,Psychology
0,1,0,296,110114.8,88.330002,71.059998,15.33,15.54,23115.77,17.310364,16.959356,2.731158,7.7257166,College 6,Psychology
1,0,0,175,106867.47,90.459999,69.07,15.22,15.03,21751.994,15.144096,17.674753,2.9652719,8.0397921,College 6,Psychology
1,1,0,314,113486.34,87.949997,72.029999,15.41,15.01,24151.695,18.429024,16.326433,2.6237161,7.9463735,College 6,Psychology
0,0,1,69,90774.75,88.029999,67.370003,15.48,15.23,20315.283,17.340639,17.538704,1.8081909,7.5571623,College 6,Psychology
0,1,1,164,94749.039,89.209999,68.220001,15.9,14.71,19080.867,15.162585,17.342888,.95772398,8.0464211,College 6,Psychology
1,0,1,74,94167.078,86.57,68.739998,15.6,14.18,18913.238,17.020489,14.39565,1.8381857,8.2731962,College 6,Psychology
1,1,1,146,98401.703,89.449997,70.730003,15.63,14.49,22942.422,14.622598,16.14888,1.790735,8.2577629,College 6,Psychology
0,0,2,26,87681.109,86.940002,63.52,16,15.22,15633.521,14.005585,20.013569,0,7.4919086,College 6,Psychology
0,1,2,53,91945.203,88.160004,67.480003,15.58,14.82,21260.771,14.890529,17.091877,1.413483,8.1562996,College 6,Psychology
1,0,2,32,94618.906,91.68,70.120003,15.71,13.61,20642.598,8.9141893,14.878501,1.0704966,8.7248707,College 6,Psychology
1,1,2,59,100732.54,92.120003,68.610001,15.83,14.87,22497.742,11.093626,19.45879,1.071067,7.970366,College 6,Psychology
0,0,3,29,84749.328,78.559998,61.990002,15.65,14.74,19053.041,23.754297,16.087727,1.1292964,7.6618204,College 6,Psychology
0,1,3,68,94935.273,89.269997,67.080002,15.54,15.36,19962.457,13.557858,17.236555,1.6108211,7.6932163,College 6,Psychology
1,0,3,38,88827.25,87.190002,70.989998,15.4,14.27,21832.301,17.073786,12.575562,2.5882831,7.9446902,College 6,Psychology
1,1,3,58,100685.66,89,70.160004,15.29,15.32,22871.939,17.686172,15.852947,2.3527975,7.9942565,College 6,Psychology
0,0,4,25,93423.938,90.75,67.699997,15.69,16.549999,13291.891,9.1757212,13.149175,1.0250589,7.6858783,College 6,Psychology
0,1,4,35,102812.02,87.150002,69.690002,15.84,17.370001,17501.281,19.210611,20.167145,.96705496,6.2948489,College 6,Psychology
1,0,4,27,91023.023,88.779999,65.809998,15.78,15.06,21415.08,14.830599,19.22065,1.1366343,7.9728942,College 6,Psychology
1,1,4,32,97573.656,89.239998,68.839996,15.77,15.87,19283.268,15.92994,18.371099,1.316071,7.9303665,College 6,Psychology
0,0,0,155,62749.309,68.93,46.700001,13.81,15.35,18613.846,14.890668,9.1706505,2.9112747,6.338903,College 7,Automotive Tech
0,1,0,317,69844.406,76.599998,55.290001,15.02,15,21031.002,18.929392,14.217848,2.4226854,7.4183354,College 7,Automotive Tech
1,0,0,171,67443.523,78.529999,52.610001,15.11,14.7,19649.816,15.64557,13.054127,2.2185545,7.1546559,College 7,Automotive Tech
1,1,0,277,77744.969,83.510002,60.310001,15.22,15.09,21270.029,17.864239,15.817947,2.2508559,7.3247695,College 7,Automotive Tech
0,0,1,82,59716.949,72.089996,49.720001,14.53,15.47,19626.379,15.609322,9.9232779,2.5572634,6.1497164,College 7,Automotive Tech
0,1,1,136,75078.758,80.239998,57.540001,15.09,15.27,21916.504,16.565042,15.089845,2.360992,7.493844,College 7,Automotive Tech
1,0,1,73,68918.977,79.220001,52.970001,14.7,14.94,18994.693,18.571211,12.569218,2.9161029,6.96069,College 7,Automotive Tech
1,1,1,151,80430.75,84.75,60.869999,15.55,15.13,20886.234,15.273974,15.558596,1.6616644,7.4886146,College 7,Automotive Tech
0,0,2,28,70347.313,72.959999,53.330002,14.62,13.68,18869.996,19.264551,11.767687,3.3583214,8.0203152,College 7,Automotive Tech
0,1,2,56,72058.203,78.629997,61.549999,15.49,15.19,21715.406,21.152628,15.296989,1.5163094,7.2680101,College 7,Automotive Tech
1,0,2,42,73832.602,85.57,58.119999,15.35,13.5,20760.816,12.58794,13.796896,1.9534094,8.2000065,College 7,Automotive Tech
